,scenario,year,climateyear,country_sym,technology,GWh
801,Historic,2021,2021,IT,Solar,20147.432
802,Historic,2021,2021,IT,WindOn,20750.958
832,Historic,2021,2021,LT,Biomass,402.07243
833,Historic,2021,2021,LT,Gas,1109.46367
834,Historic,2021,2021,LT,Other,279.24386
835,Historic,2021,2021,LT,PSP,707.52466
836,Historic,2021,2021,LT,RoR,328.20392
837,Historic,2021,2021,LT,Solar,126.43445
838,Historic,2021,2021,LT,WindOn,1252.43158
859,Historic,2021,2021,LV,Biomass,508.591
860,Historic,2021,2021,LV,Gas,1823.35
861,Historic,2021,2021,LV,Other,479.277
862,Historic,2021,2021,LV,RoR,2624.855
863,Historic,2021,2021,LV,WindOn,122.489
900,Historic,2021,2021,NL,Biomass,150.811655
901,Historic,2021,2021,NL,Coal,20532.79919
902,Historic,2021,2021,NL,Gas,41141.4874
903,Historic,2021,2021,NL,Nuclear,3618.472138
904,Historic,2021,2021,NL,Other,19521.75575
905,Historic,2021,2021,NL,RoR,0
906,Historic,2021,2021,NL,Solar,314.25944
907,Historic,2021,2021,NL,WindOff,7978.131708
908,Historic,2021,2021,NL,WindOn,4616.940055
930,Historic,2021,2021,NO,Biomass,0
931,Historic,2021,2021,NO,Dam,123211.3141
932,Historic,2021,2021,NO,Gas,740.30296
933,Historic,2021,2021,NO,Other,575.46552
934,Historic,2021,2021,NO,PSP,7085.55451
935,Historic,2021,2021,NO,RoR,12699.64414
936,Historic,2021,2021,NO,WindOn,10700.99774
974,Historic,2021,2021,PL,Biomass,1923.42885
975,Historic,2021,2021,PL,Coal,80320.72271
976,Historic,2021,2021,PL,Dam,136.14289
977,Historic,2021,2021,PL,Gas,12802.40794
978,Historic,2021,2021,PL,Lignite,41570.35259
979,Historic,2021,2021,PL,Oil,2136.56312
980,Historic,2021,2021,PL,PSP,1016.36483
981,Historic,2021,2021,PL,RoR,1700.93108
982,Historic,2021,2021,PL,Solar,4614.56179
983,Historic,2021,2021,PL,WindOn,15252.51769
1021,Historic,2021,2021,PT,Biomass,3269.6201
1022,Historic,2021,2021,PT,Coal,731.1747
1023,Historic,2021,2021,PT,Dam,2733.7707
1024,Historic,2021,2021,PT,Gas,14667.1454
1025,Historic,2021,2021,PT,Other,284.3084
1026,Historic,2021,2021,PT,PSP,3465.4394
1027,Historic,2021,2021,PT,RoR,7061.9398
1028,Historic,2021,2021,PT,Solar,1736.3375
1029,Historic,2021,2021,PT,WindOff,51.4398
1030,Historic,2021,2021,PT,WindOn,12870.144
1067,Historic,2021,2021,RO,Biomass,578.8798633
1068,Historic,2021,2021,RO,Coal,499.0040108
1069,Historic,2021,2021,RO,Dam,5910.417077
1070,Historic,2021,2021,RO,Gas,10522.70395
1071,Historic,2021,2021,RO,Lignite,10256.90569
1072,Historic,2021,2021,RO,Nuclear,11081.93554
1073,Historic,2021,2021,RO,RoR,11271.82601
1074,Historic,2021,2021,RO,Solar,1273.280177
1075,Historic,2021,2021,RO,WindOn,6424.41808
1092,Historic,2021,2021,SE,Dam,74199.9078
1093,Historic,2021,2021,SE,Nuclear,51708.224
1094,Historic,2021,2021,SE,Other,8949.99259
1095,Historic,2021,2021,SE,WindOn,26671.82833
1136,Historic,2021,2021,SI,Biomass,73.97818
1137,Historic,2021,2021,SI,Gas,480.35432
1138,Historic,2021,2021,SI,Lignite,3442.56602
1139,Historic,2021,2021,SI,Nuclear,5404.11322
1140,Historic,2021,2021,SI,Oil,0
1141,Historic,2021,2021,SI,Other,90.16161
1142,Historic,2021,2021,SI,PSP,282.49919
1143,Historic,2021,2021,SI,RoR,4555.37207
1144,Historic,2021,2021,SI,Solar,264.00195
1145,Historic,2021,2021,SI,WindOn,4.76245
1194,Historic,2021,2021,SK,Biomass,895.2839
1195,Historic,2021,2021,SK,Coal,380.0869
1196,Historic,2021,2021,SK,Dam,327.4941
1197,Historic,2021,2021,SK,Gas,3955.87
1198,Historic,2021,2021,SK,Lignite,1002.6073
1199,Historic,2021,2021,SK,Nuclear,15701.1002
1200,Historic,2021,2021,SK,Oil,416.7664
1201,Historic,2021,2021,SK,Other,1871.845
1202,Historic,2021,2021,SK,PSP,266.4255
1203,Historic,2021,2021,SK,RoR,3877.9104
1204,Historic,2021,2021,SK,Solar,511.2532
1205,Historic,2021,2021,SK,WindOn,4.6417
